"","franchise_id","player_name","team","pos","keeper_value","user_first"
"72",5,"Broncos D/ST","DEN","DST",10,"Nickolas"
"73",5,"Cam Little","JAC","K",10,"Nickolas"
"74",5,"J.J. McCarthy","MIN","QB",14,"Nickolas"
"75",5,"Aaron Rodgers","PIT","QB",10,"Nickolas"
"76",5,"Derrick Henry","BAL","RB",44,"Nickolas"
"77",5,"Alvin Kamara","NOS","RB",23,"Nickolas"
"78",5,"D'Andre Swift","CHI","RB",22,"Nickolas"
"79",5,"Sean Tucker","TBB","RB",10,"Nickolas"
"80",5,"Jordan Mason","MIN","RB",10,"Nickolas"
"81",5,"Brock Bowers","OAK","TE",18,"Nickolas"
"82",5,"Colston Loveland","CHI","TE",10,"Nickolas"
"83",5,"DeVonta Smith","PHI","WR",16,"Nickolas"
"84",5,"Jaxon Smith-Njigba","SEA","WR",12,"Nickolas"
"85",5,"Deebo Samuel","WAS","WR",10,"Nickolas"
"86",5,"Ricky Pearsall","SFO","WR",14,"Nickolas"
"87",5,"Luther Burden III","CHI","WR",10,"Nickolas"
"88",5,"Jayden Higgins","HOU","WR",10,"Nickolas"
"89",6,"Browns D/ST","CLE","DST",10,"Ian"
"90",6,"Brandon Aubrey","DAL","K",10,"Ian"
"91",6,"Chris Boswell","PIT","K",10,"Ian"
"92",6,"Justin Herbert","LAC","QB",18,"Ian"
"93",6,"Dak Prescott","DAL","QB",10,"Ian"
"94",6,"Bucky Irving","TBB","RB",12,"Ian"
"95",6,"Chase Brown","CIN","RB",15,"Ian"
"96",6,"David Montgomery","HOU","RB",12,"Ian"
"97",6,"Devin Singletary","NYG","RB",10,"Ian"
"98",6,"Tyler Warren","IND","TE",12,"Ian"
"99",6,"Zach Ertz","WAS","TE",10,"Ian"
"100",6,"Drake London","ATL","WR",23,"Ian"
"101",6,"Xavier Worthy","KCC","WR",29,"Ian"
"102",6,"Matthew Golden","GBP","WR",24,"Ian"
"103",6,"Tetairoa McMillan","CAR","WR",22,"Ian"
"104",6,"Jameson Williams","DET","WR",10,"Ian"
"105",7,"Rams D/ST","LAR","DST",10,"Joshua"
"106",7,"Cameron Dicker","LAC","K",10,"Joshua"
"107",7,"Jared Goff","DET","QB",10,"Joshua"
"108",7,"Jaxson Dart","NYG","QB",10,"Joshua"
"109",7,"Saquon Barkley","PHI","RB",64,"Joshua"
"110",7,"Aaron Jones Sr.","MIN","RB",20,"Joshua"
"111",7,"Tyrone Tracy Jr.","NYG","RB",14,"Joshua"
"112",7,"Trey Benson","ARI","RB",10,"Joshua"
"113",7,"Kenneth Gainwell","TBB","RB",10,"Joshua"
"114",7,"Rico Dowdle","PIT","RB",10,"Joshua"
"115",7,"Chris Rodriguez Jr.","JAC","RB",10,"Joshua"
"116",7,"George Kittle","SFO","TE",23,"Joshua"
"117",7,"Courtland Sutton","DEN","WR",12,"Joshua"
"118",7,"Tyreek Hill","FA","WR",32,"Joshua"
"119",7,"DK Metcalf","PIT","WR",22,"Joshua"
"120",7,"Khalil Shakir","BUF","WR",10,"Joshua"
"121",7,"Rashid Shaheed","SEA","WR",10,"Joshua"
"122",7,"Chris Godwin Jr.","TBB","WR",10,"Joshua"
"123",8,"Patriots D/ST","NEP","DST",10,"Jered"
"124",8,"Lions D/ST","DET","DST",10,"Jered"
"125",8,"Jason Myers","SEA","K",10,"Jered"
"126",8,"Caleb Williams","CHI","QB",10,"Jered"
"127",8,"Bijan Robinson","ATL","RB",80,"Jered"
"128",8,"Travis Etienne Jr.","NOS","RB",16,"Jered"
"129",8,"Tyjae Spears","TEN","RB",10,"Jered"
"130",8,"Woody Marks","HOU","RB",10,"Jered"
"131",8,"Kareem Hunt","KCC","RB",10,"Jered"
"132",8,"Brian Robinson Jr.","SFO","RB",10,"Jered"
"133",8,"Travis Kelce","KCC","TE",20,"Jered"
"134",8,"Darren Waller","MIA","TE",10,"Jered"
"135",8,"Brenton Strange","JAC","TE",10,"Jered"
"136",8,"Mike Evans","SFO","WR",14,"Jered"
"137",8,"Ja'Marr Chase","CIN","WR",61,"Jered"
"138",8,"Rashee Rice","KCC","WR",14,"Jered"
"139",8,"Brandon Aiyuk","SFO","WR",10,"Jered"
"140",8,"Parker Washington","JAC","WR",10,"Jered"
"141",9,"Steelers D/ST","PIT","DST",10,"Eric"
"142",9,"Bills D/ST","BUF","DST",10,"Eric"
"143",9,"Jake Bates","DET","K",10,"Eric"
"144",9,"Evan McPherson","CIN","K",10,"Eric"
"145",9,"Patrick Mahomes","KCC","QB",24,"Eric"
"146",9,"Jacoby Brissett","ARI","QB",10,"Eric"
"147",9,"Bryce Young","CAR","QB",10,"Eric"
"148",9,"Kyren Williams","LAR","RB",16,"Eric"
"149",9,"James Cook III","BUF","RB",16,"Eric"
"150",9,"T.J. Hockenson","MIN","TE",28,"Eric"
"151",9,"Dallas Goedert","PHI","TE",10,"Eric"
"152",9,"Davante Adams","LAR","WR",45,"Eric"
"153",9,"George Pickens","DAL","WR",16,"Eric"
"154",9,"Tee Higgins","CIN","WR",14,"Eric"
"155",9,"Travis Hunter","JAC","WR",13,"Eric"
"156",9,"Isaiah Hodgins","NYG","WR",10,"Eric"
"157",9,"Adonai Mitchell","NYJ","WR",10,"Eric"
"158",10,"Saints D/ST","NOS","DST",10,"Markus"
"159",10,"Eddy Pineiro","SFO","K",10,"Markus"
"160",10,"Lamar Jackson","BAL","QB",32,"Markus"
"161",10,"Drake Maye","NEP","QB",12,"Markus"
"162",10,"Jonathan Taylor","IND","RB",47,"Markus"
"163",10,"J.K. Dobbins","DEN","RB",10,"Markus"
"164",10,"Rhamondre Stevenson","NEP","RB",10,"Markus"
"165",10,"Quinshon Judkins","CLE","RB",10,"Markus"
"166",10,"Bhayshul Tuten","JAC","RB",10,"Markus"
"167",10,"Jonathon Brooks","CAR","RB",10,"Markus"
"168",10,"Jacory Croskey-Merritt","WAS","RB",10,"Markus"
"169",10,"Dylan Sampson","CLE","RB",10,"Markus"
"170",10,"Trey McBride","ARI","TE",14,"Markus"
"171",10,"Harold Fannin Jr.","CLE","TE",12,"Markus"
"172",10,"Chris Olave","NOS","WR",16,"Markus"
"173",10,"DJ Moore","BUF","WR",17,"Markus"
"174",10,"Keenan Allen","LAC","WR",10,"Markus"
"175",10,"Ryan Flournoy","DAL","WR",10,"Markus"
"176",11,"Vikings D/ST","MIN","DST",12,"Josh"
"177",11,"Chargers D/ST","LAC","DST",10,"Josh"
"178",11,"Jake Elliott","PHI","K",10,"Josh"
"179",11,"Baker Mayfield","TBB","QB",12,"Josh"
"180",11,"Michael Penix Jr.","ATL","QB",21,"Josh"
"181",11,"C.J. Stroud","HOU","QB",10,"Josh"
"182",11,"Sam Darnold","SEA","QB",10,"Josh"
"183",11,"James Conner","ARI","RB",15,"Josh"
"184",11,"Josh Jacobs","GBP","RB",51,"Josh"
"185",11,"Jeremy McNichols","WAS","RB",10,"Josh"
"186",11,"Bam Knight","ARI","RB",10,"Josh"
"187",11,"Evan Engram","DEN","TE",10,"Josh"
"188",11,"Jake Ferguson","DAL","TE",10,"Josh"
"189",11,"Theo Johnson","NYG","TE",10,"Josh"
"190",11,"Jordan Addison","MIN","WR",14,"Josh"
"191",11,"Jakobi Meyers","JAC","WR",14,"Josh"
"192",11,"Rome Odunze","CHI","WR",15,"Josh"
"193",11,"Quentin Johnston","LAC","WR",10,"Josh"
"194",12,"Texans D/ST","HOU","DST",10,"hans"
"195",12,"Ravens D/ST","BAL","DST",10,"hans"
"196",12,"Cairo Santos","CHI","K",10,"hans"
"197",12,"Joe Burrow","CIN","QB",16,"hans"
"198",12,"Brock Purdy","SFO","QB",12,"hans"
"199",12,"Shedeur Sanders","CLE","QB",10,"hans"
"200",12,"Christian McCaffrey","SFO","RB",61,"hans"
"201",12,"Jaylen Warren","PIT","RB",13,"hans"
"202",12,"Javonte Williams","DAL","RB",10,"hans"
"203",12,"Michael Carter","ARI","RB",10,"hans"
"204",12,"Dalton Kincaid","BUF","TE",10,"hans"
"205",12,"Juwan Johnson","NOS","TE",10,"hans"
"206",12,"Puka Nacua","LAR","WR",26,"hans"
"207",12,"Garrett Wilson","NYJ","WR",16,"hans"
"208",12,"Jaylen Waddle","DEN","WR",16,"hans"
"209",12,"Troy Franklin","DEN","WR",10,"hans"
"210",12,"Michael Wilson","ARI","WR",10,"hans"
