"game_id","gsis_id","name","position","game","pts_gm","pts_gm_std","pts_gm_adj"
"2021_01_PHI_ATL","00-0030061","Z.Ertz","TE",1,6.08,5.4,0.68
"2021_01_PHI_ATL","00-0030578","C.Patterson","RB",1,12.62,8.7,3.92
"2021_01_PHI_ATL","00-0030968","K.Smith","FB",1,7.9,6.1,1.8
"2021_01_PHI_ATL","00-0032063","M.Davis","RB",1,12.18,10.2,1.98
"2021_01_PHI_ATL","00-0034351","D.Goedert","TE",1,14.9,14.2,0.7
"2021_01_PHI_ATL","00-0034411","R.Gage","WR",1,-1.32,0,-1.32
"2021_01_PHI_ATL","00-0034830","H.Hurst","TE",1,8.16,6.8,1.36
"2021_01_PHI_ATL","00-0034837","C.Ridley","WR",1,9.82,10.1,-0.28
"2021_01_PHI_ATL","00-0035243","M.Sanders","RB",1,20.44,15.3,5.14
"2021_01_PHI_ATL","00-0036271","Q.Watkins","WR",1,6.32,5.3,1.02
"2021_01_PHI_ATL","00-0036387","J.Reagor","WR",1,18.94,16.9,2.04
"2021_01_PHI_ATL","00-0036389","J.Hurts","QB",1,47.03,34.76,12.27
"2021_01_PHI_ATL","00-0036912","D.Smith","WR",1,19.82,19.1,0.72
"2021_01_PHI_ATL","00-0036919","K.Gainwell","RB",1,14.54,12.3,2.24
"2021_01_PHI_ATL","00-0036970","K.Pitts","TE",1,5.82,7.1,-1.28
"2021_01_PIT_BUF","00-0022924","B.Roethlisberger","QB",1,8.5,14.32,-5.82
"2021_01_PIT_BUF","00-0027685","E.Sanders","WR",1,7.92,9.2,-1.28
"2021_01_PIT_BUF","00-0029000","C.Beasley","WR",1,13.42,14,-0.58
"2021_01_PIT_BUF","00-0031387","E.Ebron","TE",1,2.58,2.9,-0.32
"2021_01_PIT_BUF","00-0031588","S.Diggs","WR",1,16.32,15.9,0.42
"2021_01_PIT_BUF","00-0033308","M.Breida","RB",1,0.64,0.4,0.24
"2021_01_PIT_BUF","00-0033466","I.McKenzie","WR",1,-0.48,-0.3,-0.18
"2021_01_PIT_BUF","00-0033857","J.Smith-Schuster","WR",1,7.92,9.2,-1.28
"2021_01_PIT_BUF","00-0034676","J.Washington","WR",1,3.68,3,0.68
"2021_01_PIT_BUF","00-0034857","J.Allen","QB",1,16.34,21.2,-4.86
"2021_01_PIT_BUF","00-0035216","D.Johnson","WR",1,13,14.6,-1.6
